geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
az,deaths_cumulative_num,2021-03-10,2021-03-12,2,16407.0,,,state,usa-facts
ca,deaths_cumulative_num,2021-03-10,2021-03-30,20,54590.0,,,state,usa-facts
co,deaths_cumulative_num,2021-03-10,2021-03-12,2,6016.0,,,state,usa-facts
ct,deaths_cumulative_num,2021-03-10,2021-03-12,2,7752.0,,,state,usa-facts
dc,deaths_cumulative_num,2021-03-10,2021-03-12,2,1037.0,,,state,usa-facts
de,deaths_cumulative_num,2021-03-10,2021-03-12,2,1492.0,,,state,usa-facts
fl,deaths_cumulative_num,2021-03-10,2021-03-12,2,32015.0,,,state,usa-facts
ga,deaths_cumulative_num,2021-03-10,2021-03-12,2,15712.0,,,state,usa-facts
hi,deaths_cumulative_num,2021-03-10,2021-03-12,2,448.0,,,state,usa-facts
ia,deaths_cumulative_num,2021-03-10,2021-03-12,2,5602.0,,,state,usa-facts
id,deaths_cumulative_num,2021-03-10,2021-03-12,2,1902.0,,,state,usa-facts
il,deaths_cumulative_num,2021-03-10,2021-03-12,2,20815.0,,,state,usa-facts
in,deaths_cumulative_num,2021-03-10,2021-03-12,2,12779.0,,,state,usa-facts
ks,deaths_cumulative_num,2021-03-10,2021-03-12,2,4875.0,,,state,usa-facts
ky,deaths_cumulative_num,2021-03-10,2021-03-12,2,4884.0,,,state,usa-facts
la,deaths_cumulative_num,2021-03-10,2021-03-12,2,9812.0,,,state,usa-facts
ma,deaths_cumulative_num,2021-03-10,2021-03-12,2,16509.0,,,state,usa-facts
md,deaths_cumulative_num,2021-03-10,2021-03-12,2,7952.0,,,state,usa-facts
me,deaths_cumulative_num,2021-03-10,2021-03-12,2,723.0,,,state,usa-facts
mi,deaths_cumulative_num,2021-03-10,2021-03-12,2,16703.0,,,state,usa-facts
mn,deaths_cumulative_num,2021-03-10,2021-03-12,2,6705.0,,,state,usa-facts
mo,deaths_cumulative_num,2021-03-10,2021-03-12,2,8303.0,,,state,usa-facts
ms,deaths_cumulative_num,2021-03-10,2021-03-12,2,6846.0,,,state,usa-facts
mt,deaths_cumulative_num,2021-03-10,2021-03-12,2,1388.0,,,state,usa-facts
nc,deaths_cumulative_num,2021-03-10,2021-03-12,2,11600.0,,,state,usa-facts
nd,deaths_cumulative_num,2021-03-10,2021-03-12,2,1453.0,,,state,usa-facts
ne,deaths_cumulative_num,2021-03-10,2021-03-12,2,2120.0,,,state,usa-facts
nh,deaths_cumulative_num,2021-03-10,2021-03-12,2,1187.0,,,state,usa-facts
nj,deaths_cumulative_num,2021-03-10,2021-03-12,2,23768.0,,,state,usa-facts
nm,deaths_cumulative_num,2021-03-10,2021-03-12,2,3839.0,,,state,usa-facts
nv,deaths_cumulative_num,2021-03-10,2021-03-12,2,4961.0,,,state,usa-facts
ny,deaths_cumulative_num,2021-03-10,2021-04-10,31,48501.0,,,state,usa-facts
oh,deaths_cumulative_num,2021-03-10,2021-03-12,2,18307.0,,,state,usa-facts
ok,deaths_cumulative_num,2021-03-10,2021-03-12,2,4702.0,,,state,usa-facts
or,deaths_cumulative_num,2021-03-10,2021-03-12,2,2305.0,,,state,usa-facts
pa,deaths_cumulative_num,2021-03-10,2021-03-12,2,24441.0,,,state,usa-facts
ri,deaths_cumulative_num,2021-03-10,2021-03-12,2,2536.0,,,state,usa-facts
sc,deaths_cumulative_num,2021-03-10,2021-03-12,2,8783.0,,,state,usa-facts
sd,deaths_cumulative_num,2021-03-10,2021-03-12,2,1904.0,,,state,usa-facts
tn,deaths_cumulative_num,2021-03-10,2021-03-12,2,11614.0,,,state,usa-facts
tx,deaths_cumulative_num,2021-03-10,2021-03-12,2,44854.0,,,state,usa-facts
ut,deaths_cumulative_num,2021-03-10,2021-03-12,2,1993.0,,,state,usa-facts
va,deaths_cumulative_num,2021-03-10,2021-03-12,2,9861.0,,,state,usa-facts
vt,deaths_cumulative_num,2021-03-10,2021-03-12,2,211.0,,,state,usa-facts
wa,deaths_cumulative_num,2021-03-10,2021-03-12,2,5104.0,,,state,usa-facts
wi,deaths_cumulative_num,2021-03-10,2021-03-12,2,6529.0,,,state,usa-facts
wv,deaths_cumulative_num,2021-03-10,2021-03-12,2,2332.0,,,state,usa-facts
wy,deaths_cumulative_num,2021-03-10,2021-03-12,2,693.0,,,state,usa-facts
ak,deaths_cumulative_num,2021-03-11,2021-03-13,2,290.0,,,state,usa-facts
al,deaths_cumulative_num,2021-03-11,2021-03-13,2,10279.0,,,state,usa-facts
ar,deaths_cumulative_num,2021-03-11,2021-03-13,2,5494.0,,,state,usa-facts
az,deaths_cumulative_num,2021-03-11,2021-03-13,2,16464.0,,,state,usa-facts
ca,deaths_cumulative_num,2021-03-11,2021-03-30,19,54878.0,,,state,usa-facts
co,deaths_cumulative_num,2021-03-11,2021-03-13,2,6035.0,,,state,usa-facts
ct,deaths_cumulative_num,2021-03-11,2021-03-13,2,7761.0,,,state,usa-facts
dc,deaths_cumulative_num,2021-03-11,2021-03-13,2,1038.0,,,state,usa-facts
de,deaths_cumulative_num,2021-03-11,2021-03-13,2,1494.0,,,state,usa-facts
fl,deaths_cumulative_num,2021-03-11,2021-03-13,2,32082.0,,,state,usa-facts
ga,deaths_cumulative_num,2021-03-11,2021-03-13,2,15791.0,,,state,usa-facts
hi,deaths_cumulative_num,2021-03-11,2021-03-13,2,448.0,,,state,usa-facts
ia,deaths_cumulative_num,2021-03-11,2021-03-13,2,5621.0,,,state,usa-facts
id,deaths_cumulative_num,2021-03-11,2021-03-13,2,1907.0,,,state,usa-facts
il,deaths_cumulative_num,2021-03-11,2021-03-13,2,20868.0,,,state,usa-facts
in,deaths_cumulative_num,2021-03-11,2021-03-13,2,12804.0,,,state,usa-facts
ks,deaths_cumulative_num,2021-03-11,2021-03-13,2,4875.0,,,state,usa-facts
ky,deaths_cumulative_num,2021-03-11,2021-03-13,2,4921.0,,,state,usa-facts
la,deaths_cumulative_num,2021-03-11,2021-03-13,2,9828.0,,,state,usa-facts
ma,deaths_cumulative_num,2021-03-11,2021-03-13,2,16551.0,,,state,usa-facts
md,deaths_cumulative_num,2021-03-11,2021-03-13,2,7970.0,,,state,usa-facts
me,deaths_cumulative_num,2021-03-11,2021-03-13,2,723.0,,,state,usa-facts
mi,deaths_cumulative_num,2021-03-11,2021-03-13,2,16724.0,,,state,usa-facts
mn,deaths_cumulative_num,2021-03-11,2021-03-13,2,6724.0,,,state,usa-facts
mo,deaths_cumulative_num,2021-03-11,2021-03-13,2,8306.0,,,state,usa-facts
ms,deaths_cumulative_num,2021-03-11,2021-03-13,2,6865.0,,,state,usa-facts
mt,deaths_cumulative_num,2021-03-11,2021-03-13,2,1392.0,,,state,usa-facts
nc,deaths_cumulative_num,2021-03-11,2021-03-13,2,11628.0,,,state,usa-facts
nd,deaths_cumulative_num,2021-03-11,2021-03-13,2,1456.0,,,state,usa-facts
ne,deaths_cumulative_num,2021-03-11,2021-03-13,2,2122.0,,,state,usa-facts
nh,deaths_cumulative_num,2021-03-11,2021-03-13,2,1190.0,,,state,usa-facts
nj,deaths_cumulative_num,2021-03-11,2021-03-13,2,23814.0,,,state,usa-facts
nm,deaths_cumulative_num,2021-03-11,2021-03-13,2,3845.0,,,state,usa-facts
nv,deaths_cumulative_num,2021-03-11,2021-03-13,2,4961.0,,,state,usa-facts
ny,deaths_cumulative_num,2021-03-11,2021-04-10,30,48644.0,,,state,usa-facts
oh,deaths_cumulative_num,2021-03-11,2021-03-13,2,18328.0,,,state,usa-facts
ok,deaths_cumulative_num,2021-03-11,2021-03-13,2,4702.0,,,state,usa-facts
or,deaths_cumulative_num,2021-03-11,2021-03-13,2,2316.0,,,state,usa-facts
pa,deaths_cumulative_num,2021-03-11,2021-03-13,2,24492.0,,,state,usa-facts
ri,deaths_cumulative_num,2021-03-11,2021-03-13,2,2536.0,,,state,usa-facts
sc,deaths_cumulative_num,2021-03-11,2021-03-13,2,8823.0,,,state,usa-facts
sd,deaths_cumulative_num,2021-03-11,2021-03-13,2,1905.0,,,state,usa-facts
tn,deaths_cumulative_num,2021-03-11,2021-03-13,2,11631.0,,,state,usa-facts
tx,deaths_cumulative_num,2021-03-11,2021-03-13,2,45085.0,,,state,usa-facts
ut,deaths_cumulative_num,2021-03-11,2021-03-13,2,2017.0,,,state,usa-facts
va,deaths_cumulative_num,2021-03-11,2021-03-13,2,9916.0,,,state,usa-facts
vt,deaths_cumulative_num,2021-03-11,2021-03-13,2,211.0,,,state,usa-facts
wa,deaths_cumulative_num,2021-03-11,2021-03-13,2,5104.0,,,state,usa-facts
wi,deaths_cumulative_num,2021-03-11,2021-03-13,2,6536.0,,,state,usa-facts
wv,deaths_cumulative_num,2021-03-11,2021-03-13,2,2341.0,,,state,usa-facts
wy,deaths_cumulative_num,2021-03-11,2021-03-13,2,693.0,,,state,usa-facts
ak,deaths_cumulative_num,2021-03-12,2021-03-14,2,291.0,,,state,usa-facts
al,deaths_cumulative_num,2021-03-12,2021-03-14,2,10305.0,,,state,usa-facts
ar,deaths_cumulative_num,2021-03-12,2021-03-14,2,5514.0,,,state,usa-facts
az,deaths_cumulative_num,2021-03-12,2021-03-14,2,16519.0,,,state,usa-facts
ca,deaths_cumulative_num,2021-03-12,2021-03-30,18,55095.0,,,state,usa-facts
co,deaths_cumulative_num,2021-03-12,2021-03-14,2,6041.0,,,state,usa-facts
ct,deaths_cumulative_num,2021-03-12,2021-03-14,2,7765.0,,,state,usa-facts
dc,deaths_cumulative_num,2021-03-12,2021-03-14,2,1038.0,,,state,usa-facts
de,deaths_cumulative_num,2021-03-12,2021-03-14,2,1496.0,,,state,usa-facts
fl,deaths_cumulative_num,2021-03-12,2021-03-14,2,32173.0,,,state,usa-facts
ga,deaths_cumulative_num,2021-03-12,2021-03-14,2,15851.0,,,state,usa-facts
hi,deaths_cumulative_num,2021-03-12,2021-03-14,2,449.0,,,state,usa-facts
ia,deaths_cumulative_num,2021-03-12,2021-03-14,2,5632.0,,,state,usa-facts
id,deaths_cumulative_num,2021-03-12,2021-03-14,2,1910.0,,,state,usa-facts
il,deaths_cumulative_num,2021-03-12,2021-03-14,2,20905.0,,,state,usa-facts
in,deaths_cumulative_num,2021-03-12,2021-03-14,2,12825.0,,,state,usa-facts
ks,deaths_cumulative_num,2021-03-12,2021-03-14,2,4898.0,,,state,usa-facts
ky,deaths_cumulative_num,2021-03-12,2021-03-14,2,4950.0,,,state,usa-facts
la,deaths_cumulative_num,2021-03-12,2021-03-14,2,9861.0,,,state,usa-facts
ma,deaths_cumulative_num,2021-03-12,2021-03-14,2,16580.0,,,state,usa-facts
md,deaths_cumulative_num,2021-03-12,2021-03-14,2,7982.0,,,state,usa-facts
me,deaths_cumulative_num,2021-03-12,2021-03-14,2,723.0,,,state,usa-facts
mi,deaths_cumulative_num,2021-03-12,2021-03-14,2,16738.0,,,state,usa-facts
mn,deaths_cumulative_num,2021-03-12,2021-03-14,2,6737.0,,,state,usa-facts
mo,deaths_cumulative_num,2021-03-12,2021-03-14,2,8313.0,,,state,usa-facts
ms,deaths_cumulative_num,2021-03-12,2021-03-14,2,6884.0,,,state,usa-facts
mt,deaths_cumulative_num,2021-03-12,2021-03-14,2,1393.0,,,state,usa-facts
nc,deaths_cumulative_num,2021-03-12,2021-03-14,2,11667.0,,,state,usa-facts
nd,deaths_cumulative_num,2021-03-12,2021-03-14,2,1457.0,,,state,usa-facts
ne,deaths_cumulative_num,2021-03-12,2021-03-14,2,2124.0,,,state,usa-facts
nh,deaths_cumulative_num,2021-03-12,2021-03-14,2,1195.0,,,state,usa-facts
nj,deaths_cumulative_num,2021-03-12,2021-03-14,2,23854.0,,,state,usa-facts
nm,deaths_cumulative_num,2021-03-12,2021-03-14,2,3850.0,,,state,usa-facts
nv,deaths_cumulative_num,2021-03-12,2021-03-14,2,4991.0,,,state,usa-facts
ny,deaths_cumulative_num,2021-03-12,2021-04-10,29,48738.0,,,state,usa-facts
oh,deaths_cumulative_num,2021-03-12,2021-03-14,2,18448.0,,,state,usa-facts
ok,deaths_cumulative_num,2021-03-12,2021-03-14,2,4702.0,,,state,usa-facts
or,deaths_cumulative_num,2021-03-12,2021-03-14,2,2319.0,,,state,usa-facts
pa,deaths_cumulative_num,2021-03-12,2021-03-14,2,24532.0,,,state,usa-facts
ri,deaths_cumulative_num,2021-03-12,2021-03-14,2,2536.0,,,state,usa-facts
sc,deaths_cumulative_num,2021-03-12,2021-03-14,2,8834.0,,,state,usa-facts
sd,deaths_cumulative_num,2021-03-12,2021-03-14,2,1908.0,,,state,usa-facts
tn,deaths_cumulative_num,2021-03-12,2021-03-14,2,11646.0,,,state,usa-facts
tx,deaths_cumulative_num,2021-03-12,2021-03-14,2,45297.0,,,state,usa-facts
ut,deaths_cumulative_num,2021-03-12,2021-03-14,2,2019.0,,,state,usa-facts
va,deaths_cumulative_num,2021-03-12,2021-03-14,2,9974.0,,,state,usa-facts
vt,deaths_cumulative_num,2021-03-12,2021-03-14,2,212.0,,,state,usa-facts
wa,deaths_cumulative_num,2021-03-12,2021-03-14,2,5131.0,,,state,usa-facts
wi,deaths_cumulative_num,2021-03-12,2021-03-14,2,6539.0,,,state,usa-facts
wv,deaths_cumulative_num,2021-03-12,2021-03-14,2,2511.0,,,state,usa-facts
wy,deaths_cumulative_num,2021-03-12,2021-03-14,2,693.0,,,state,usa-facts
ak,deaths_cumulative_num,2021-03-13,2021-03-15,2,291.0,,,state,usa-facts
al,deaths_cumulative_num,2021-03-13,2021-03-15,2,10333.0,,,state,usa-facts
ar,deaths_cumulative_num,2021-03-13,2021-03-15,2,5526.0,,,state,usa-facts
az,deaths_cumulative_num,2021-03-13,2021-03-15,2,16553.0,,,state,usa-facts
ca,deaths_cumulative_num,2021-03-13,2021-03-30,17,55235.0,,,state,usa-facts
co,deaths_cumulative_num,2021-03-13,2021-03-15,2,6049.0,,,state,usa-facts
ct,deaths_cumulative_num,2021-03-13,2021-03-15,2,7765.0,,,state,usa-facts
dc,deaths_cumulative_num,2021-03-13,2021-03-15,2,1040.0,,,state,usa-facts
de,deaths_cumulative_num,2021-03-13,2021-03-15,2,1496.0,,,state,usa-facts
fl,deaths_cumulative_num,2021-03-13,2021-03-15,2,32254.0,,,state,usa-facts
ga,deaths_cumulative_num,2021-03-13,2021-03-15,2,15889.0,,,state,usa-facts
hi,deaths_cumulative_num,2021-03-13,2021-03-15,2,449.0,,,state,usa-facts
ia,deaths_cumulative_num,2021-03-13,2021-03-15,2,5634.0,,,state,usa-facts
id,deaths_cumulative_num,2021-03-13,2021-03-15,2,1910.0,,,state,usa-facts
il,deaths_cumulative_num,2021-03-13,2021-03-15,2,20929.0,,,state,usa-facts
in,deaths_cumulative_num,2021-03-13,2021-03-15,2,12847.0,,,state,usa-facts
ks,deaths_cumulative_num,2021-03-13,2021-03-15,2,4898.0,,,state,usa-facts
ky,deaths_cumulative_num,2021-03-13,2021-03-15,2,4966.0,,,state,usa-facts
la,deaths_cumulative_num,2021-03-13,2021-03-15,2,9861.0,,,state,usa-facts
ma,deaths_cumulative_num,2021-03-13,2021-03-15,2,16580.0,,,state,usa-facts
md,deaths_cumulative_num,2021-03-13,2021-03-15,2,7995.0,,,state,usa-facts
me,deaths_cumulative_num,2021-03-13,2021-03-15,2,724.0,,,state,usa-facts
mi,deaths_cumulative_num,2021-03-13,2021-03-15,2,16775.0,,,state,usa-facts
mn,deaths_cumulative_num,2021-03-13,2021-03-15,2,6741.0,,,state,usa-facts
mo,deaths_cumulative_num,2021-03-13,2021-03-15,2,8317.0,,,state,usa-facts
ms,deaths_cumulative_num,2021-03-13,2021-03-15,2,6897.0,,,state,usa-facts
mt,deaths_cumulative_num,2021-03-13,2021-03-15,2,1393.0,,,state,usa-facts
nc,deaths_cumulative_num,2021-03-13,2021-03-15,2,11667.0,,,state,usa-facts
nd,deaths_cumulative_num,2021-03-13,2021-03-15,2,1459.0,,,state,usa-facts
ne,deaths_cumulative_num,2021-03-13,2021-03-15,2,2127.0,,,state,usa-facts
nh,deaths_cumulative_num,2021-03-13,2021-03-15,2,1195.0,,,state,usa-facts
nj,deaths_cumulative_num,2021-03-13,2021-03-15,2,23888.0,,,state,usa-facts
nm,deaths_cumulative_num,2021-03-13,2021-03-15,2,3851.0,,,state,usa-facts
nv,deaths_cumulative_num,2021-03-13,2021-03-15,2,4991.0,,,state,usa-facts
ny,deaths_cumulative_num,2021-03-13,2021-04-10,28,48579.0,,,state,usa-facts
oh,deaths_cumulative_num,2021-03-13,2021-03-15,2,18448.0,,,state,usa-facts
ok,deaths_cumulative_num,2021-03-13,2021-03-15,2,4702.0,,,state,usa-facts
or,deaths_cumulative_num,2021-03-13,2021-03-15,2,2319.0,,,state,usa-facts
pa,deaths_cumulative_num,2021-03-13,2021-03-15,2,24575.0,,,state,usa-facts
ri,deaths_cumulative_num,2021-03-13,2021-03-15,2,2536.0,,,state,usa-facts
sc,deaths_cumulative_num,2021-03-13,2021-03-15,2,8871.0,,,state,usa-facts
sd,deaths_cumulative_num,2021-03-13,2021-03-15,2,1908.0,,,state,usa-facts
tn,deaths_cumulative_num,2021-03-13,2021-03-15,2,11646.0,,,state,usa-facts
tx,deaths_cumulative_num,2021-03-13,2021-03-15,2,45452.0,,,state,usa-facts
ut,deaths_cumulative_num,2021-03-13,2021-03-15,2,2019.0,,,state,usa-facts
va,deaths_cumulative_num,2021-03-13,2021-03-15,2,10001.0,,,state,usa-facts
vt,deaths_cumulative_num,2021-03-13,2021-03-15,2,214.0,,,state,usa-facts
wa,deaths_cumulative_num,2021-03-13,2021-03-15,2,5131.0,,,state,usa-facts
wi,deaths_cumulative_num,2021-03-13,2021-03-15,2,6551.0,,,state,usa-facts
wv,deaths_cumulative_num,2021-03-13,2021-03-15,2,2530.0,,,state,usa-facts
wy,deaths_cumulative_num,2021-03-13,2021-03-15,2,693.0,,,state,usa-facts
ak,deaths_cumulative_num,2021-03-14,2021-03-16,2,291.0,,,state,usa-facts
al,deaths_cumulative_num,2021-03-14,2021-03-16,2,10333.0,,,state,usa-facts
ar,deaths_cumulative_num,2021-03-14,2021-03-16,2,5541.0,,,state,usa-facts
az,deaths_cumulative_num,2021-03-14,2021-03-16,2,16553.0,,,state,usa-facts
ca,deaths_cumulative_num,2021-03-14,2021-03-30,16,55330.0,,,state,usa-facts
co,deaths_cumulative_num,2021-03-14,2021-03-16,2,6050.0,,,state,usa-facts
ct,deaths_cumulative_num,2021-03-14,2021-03-16,2,7765.0,,,state,usa-facts
dc,deaths_cumulative_num,2021-03-14,2021-03-16,2,1041.0,,,state,usa-facts
de,deaths_cumulative_num,2021-03-14,2021-03-16,2,1496.0,,,state,usa-facts
fl,deaths_cumulative_num,2021-03-14,2021-03-16,2,32285.0,,,state,usa-facts
ga,deaths_cumulative_num,2021-03-14,2021-03-16,2,15889.0,,,state,usa-facts
hi,deaths_cumulative_num,2021-03-14,2021-03-16,2,451.0,,,state,usa-facts
ia,deaths_cumulative_num,2021-03-14,2021-03-16,2,5634.0,,,state,usa-facts
id,deaths_cumulative_num,2021-03-14,2021-03-16,2,1910.0,,,state,usa-facts
il,deaths_cumulative_num,2021-03-14,2021-03-16,2,20948.0,,,state,usa-facts
in,deaths_cumulative_num,2021-03-14,2021-03-16,2,12857.0,,,state,usa-facts
ks,deaths_cumulative_num,2021-03-14,2021-03-16,2,4898.0,,,state,usa-facts
ky,deaths_cumulative_num,2021-03-14,2021-03-16,2,4982.0,,,state,usa-facts
la,deaths_cumulative_num,2021-03-14,2021-03-16,2,9884.0,,,state,usa-facts
ma,deaths_cumulative_num,2021-03-14,2021-03-16,2,16645.0,,,state,usa-facts
md,deaths_cumulative_num,2021-03-14,2021-03-16,2,7999.0,,,state,usa-facts
me,deaths_cumulative_num,2021-03-14,2021-03-16,2,724.0,,,state,usa-facts
mi,deaths_cumulative_num,2021-03-14,2021-03-16,2,16775.0,,,state,usa-facts
mn,deaths_cumulative_num,2021-03-14,2021-03-16,2,6746.0,,,state,usa-facts
mo,deaths_cumulative_num,2021-03-14,2021-03-16,2,8317.0,,,state,usa-facts
ms,deaths_cumulative_num,2021-03-14,2021-03-16,2,6902.0,,,state,usa-facts
mt,deaths_cumulative_num,2021-03-14,2021-03-16,2,1393.0,,,state,usa-facts
nc,deaths_cumulative_num,2021-03-14,2021-03-16,2,11709.0,,,state,usa-facts
nd,deaths_cumulative_num,2021-03-14,2021-03-16,2,1459.0,,,state,usa-facts
ne,deaths_cumulative_num,2021-03-14,2021-03-16,2,2127.0,,,state,usa-facts
nh,deaths_cumulative_num,2021-03-14,2021-03-16,2,1199.0,,,state,usa-facts
nj,deaths_cumulative_num,2021-03-14,2021-03-16,2,23903.0,,,state,usa-facts
nm,deaths_cumulative_num,2021-03-14,2021-03-16,2,3853.0,,,state,usa-facts
nv,deaths_cumulative_num,2021-03-14,2021-03-16,2,5011.0,,,state,usa-facts
ny,deaths_cumulative_num,2021-03-14,2021-04-10,27,48594.0,,,state,usa-facts
oh,deaths_cumulative_num,2021-03-14,2021-03-16,2,18448.0,,,state,usa-facts
ok,deaths_cumulative_num,2021-03-14,2021-03-16,2,4702.0,,,state,usa-facts
or,deaths_cumulative_num,2021-03-14,2021-03-16,2,2319.0,,,state,usa-facts
pa,deaths_cumulative_num,2021-03-14,2021-03-16,2,24588.0,,,state,usa-facts
ri,deaths_cumulative_num,2021-03-14,2021-03-16,2,2536.0,,,state,usa-facts
sc,deaths_cumulative_num,2021-03-14,2021-03-16,2,8876.0,,,state,usa-facts
sd,deaths_cumulative_num,2021-03-14,2021-03-16,2,1908.0,,,state,usa-facts
tn,deaths_cumulative_num,2021-03-14,2021-03-16,2,11646.0,,,state,usa-facts
tx,deaths_cumulative_num,2021-03-14,2021-03-16,2,45521.0,,,state,usa-facts
ut,deaths_cumulative_num,2021-03-14,2021-03-16,2,2019.0,,,state,usa-facts
va,deaths_cumulative_num,2021-03-14,2021-03-16,2,10038.0,,,state,usa-facts
vt,deaths_cumulative_num,2021-03-14,2021-03-16,2,214.0,,,state,usa-facts
wa,deaths_cumulative_num,2021-03-14,2021-03-16,2,5131.0,,,state,usa-facts
wi,deaths_cumulative_num,2021-03-14,2021-03-16,2,6552.0,,,state,usa-facts
wv,deaths_cumulative_num,2021-03-14,2021-03-16,2,2530.0,,,state,usa-facts
wy,deaths_cumulative_num,2021-03-14,2021-03-16,2,693.0,,,state,usa-facts
ak,deaths_cumulative_num,2021-03-15,2021-03-18,3,291.0,,,state,usa-facts
al,deaths_cumulative_num,2021-03-15,2021-03-18,3,10335.0,,,state,usa-facts
ar,deaths_cumulative_num,2021-03-15,2021-03-18,3,5547.0,,,state,usa-facts
az,deaths_cumulative_num,2021-03-15,2021-03-18,3,16554.0,,,state,usa-facts
ca,deaths_cumulative_num,2021-03-15,2021-03-30,15,55372.0,,,state,usa-facts
co,deaths_cumulative_num,2021-03-15,2021-03-18,3,6052.0,,,state,usa-facts
ct,deaths_cumulative_num,2021-03-15,2021-03-18,3,7788.0,,,state,usa-facts
dc,deaths_cumulative_num,2021-03-15,2021-03-18,3,1042.0,,,state,usa-facts
de,deaths_cumulative_num,2021-03-15,2021-03-18,3,1496.0,,,state,usa-facts
fl,deaths_cumulative_num,2021-03-15,2021-03-18,3,32378.0,,,state,usa-facts
ga,deaths_cumulative_num,2021-03-15,2021-03-18,3,15936.0,,,state,usa-facts
hi,deaths_cumulative_num,2021-03-15,2021-03-18,3,451.0,,,state,usa-facts
ia,deaths_cumulative_num,2021-03-15,2021-03-18,3,5642.0,,,state,usa-facts
id,deaths_cumulative_num,2021-03-15,2021-03-18,3,1917.0,,,state,usa-facts
il,deaths_cumulative_num,2021-03-15,2021-03-18,3,20959.0,,,state,usa-facts
in,deaths_cumulative_num,2021-03-15,2021-03-18,3,12865.0,,,state,usa-facts
ks,deaths_cumulative_num,2021-03-15,2021-03-18,3,4902.0,,,state,usa-facts
ky,deaths_cumulative_num,2021-03-15,2021-03-18,3,5005.0,,,state,usa-facts
la,deaths_cumulative_num,2021-03-15,2021-03-18,3,9903.0,,,state,usa-facts
ma,deaths_cumulative_num,2021-03-15,2021-03-18,3,16673.0,,,state,usa-facts
md,deaths_cumulative_num,2021-03-15,2021-03-18,3,8000.0,,,state,usa-facts
me,deaths_cumulative_num,2021-03-15,2021-03-18,3,725.0,,,state,usa-facts
mi,deaths_cumulative_num,2021-03-15,2021-03-18,3,16784.0,,,state,usa-facts
mn,deaths_cumulative_num,2021-03-15,2021-03-18,3,6747.0,,,state,usa-facts
mo,deaths_cumulative_num,2021-03-15,2021-03-18,3,8317.0,,,state,usa-facts
ms,deaths_cumulative_num,2021-03-15,2021-03-18,3,6904.0,,,state,usa-facts
mt,deaths_cumulative_num,2021-03-15,2021-03-18,3,1394.0,,,state,usa-facts
nc,deaths_cumulative_num,2021-03-15,2021-03-18,3,11714.0,,,state,usa-facts
nd,deaths_cumulative_num,2021-03-15,2021-03-18,3,1459.0,,,state,usa-facts
ne,deaths_cumulative_num,2021-03-15,2021-03-18,3,2127.0,,,state,usa-facts
nh,deaths_cumulative_num,2021-03-15,2021-03-18,3,1199.0,,,state,usa-facts
nj,deaths_cumulative_num,2021-03-15,2021-03-18,3,23925.0,,,state,usa-facts
nm,deaths_cumulative_num,2021-03-15,2021-03-18,3,3854.0,,,state,usa-facts
nv,deaths_cumulative_num,2021-03-15,2021-03-18,3,5014.0,,,state,usa-facts
ny,deaths_cumulative_num,2021-03-15,2021-04-10,26,48734.0,,,state,usa-facts
oh,deaths_cumulative_num,2021-03-15,2021-03-18,3,18448.0,,,state,usa-facts
ok,deaths_cumulative_num,2021-03-15,2021-03-18,3,4702.0,,,state,usa-facts
or,deaths_cumulative_num,2021-03-15,2021-03-18,3,2324.0,,,state,usa-facts
pa,deaths_cumulative_num,2021-03-15,2021-03-18,3,24589.0,,,state,usa-facts
ri,deaths_cumulative_num,2021-03-15,2021-03-18,3,2536.0,,,state,usa-facts
sc,deaths_cumulative_num,2021-03-15,2021-03-18,3,8878.0,,,state,usa-facts
sd,deaths_cumulative_num,2021-03-15,2021-03-18,3,1912.0,,,state,usa-facts
tn,deaths_cumulative_num,2021-03-15,2021-03-18,3,11659.0,,,state,usa-facts
tx,deaths_cumulative_num,2021-03-15,2021-03-18,3,45548.0,,,state,usa-facts
ut,deaths_cumulative_num,2021-03-15,2021-03-18,3,2029.0,,,state,usa-facts
va,deaths_cumulative_num,2021-03-15,2021-03-18,3,10073.0,,,state,usa-facts
vt,deaths_cumulative_num,2021-03-15,2021-03-18,3,214.0,,,state,usa-facts
wa,deaths_cumulative_num,2021-03-15,2021-03-18,3,5142.0,,,state,usa-facts
wi,deaths_cumulative_num,2021-03-15,2021-03-18,3,6552.0,,,state,usa-facts
wv,deaths_cumulative_num,2021-03-15,2021-03-18,3,2535.0,,,state,usa-facts
wy,deaths_cumulative_num,2021-03-15,2021-03-18,3,693.0,,,state,usa-facts
ak,deaths_cumulative_num,2021-03-16,2021-03-18,2,291.0,,,state,usa-facts
al,deaths_cumulative_num,2021-03-16,2021-03-18,2,10343.0,,,state,usa-facts
ar,deaths_cumulative_num,2021-03-16,2021-03-18,2,5555.0,,,state,usa-facts
az,deaths_cumulative_num,2021-03-16,2021-03-18,2,16574.0,,,state,usa-facts
ca,deaths_cumulative_num,2021-03-16,2021-03-30,14,55577.0,,,state,usa-facts
co,deaths_cumulative_num,2021-03-16,2021-03-18,2,6060.0,,,state,usa-facts
ct,deaths_cumulative_num,2021-03-16,2021-03-18,2,7799.0,,,state,usa-facts
dc,deaths_cumulative_num,2021-03-16,2021-03-18,2,1042.0,,,state,usa-facts
de,deaths_cumulative_num,2021-03-16,2021-03-18,2,1514.0,,,state,usa-facts
