geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
vt,confirmed_incidence_num,2021-03-04,2021-03-06,2,199.0,,,state,usa-facts
wa,confirmed_incidence_num,2021-03-04,2021-03-06,2,854.0,,,state,usa-facts
wi,confirmed_incidence_num,2021-03-04,2021-03-06,2,855.0,,,state,usa-facts
wv,confirmed_incidence_num,2021-03-04,2021-03-06,2,263.0,,,state,usa-facts
wy,confirmed_incidence_num,2021-03-04,2021-03-06,2,66.0,,,state,usa-facts
ak,confirmed_incidence_num,2021-03-05,2021-03-07,2,136.0,,,state,usa-facts
al,confirmed_incidence_num,2021-03-05,2021-03-07,2,813.0,,,state,usa-facts
ar,confirmed_incidence_num,2021-03-05,2021-03-07,2,560.0,,,state,usa-facts
az,confirmed_incidence_num,2021-03-05,2021-03-07,2,2276.0,,,state,usa-facts
ca,confirmed_incidence_num,2021-03-05,2021-03-29,24,2906.0,,,state,usa-facts
co,confirmed_incidence_num,2021-03-05,2021-03-07,2,1632.0,,,state,usa-facts
ct,confirmed_incidence_num,2021-03-05,2021-03-07,2,830.0,,,state,usa-facts
dc,confirmed_incidence_num,2021-03-05,2021-03-07,2,108.0,,,state,usa-facts
de,confirmed_incidence_num,2021-03-05,2021-03-07,2,231.0,,,state,usa-facts
fl,confirmed_incidence_num,2021-03-05,2021-03-07,2,5975.0,,,state,usa-facts
ga,confirmed_incidence_num,2021-03-05,2021-03-07,2,1336.0,,,state,usa-facts
hi,confirmed_incidence_num,2021-03-05,2021-03-07,2,54.0,,,state,usa-facts
ia,confirmed_incidence_num,2021-03-05,2021-03-07,2,403.0,,,state,usa-facts
id,confirmed_incidence_num,2021-03-05,2021-03-07,2,240.0,,,state,usa-facts
il,confirmed_incidence_num,2021-03-05,2021-03-07,2,1440.0,,,state,usa-facts
in,confirmed_incidence_num,2021-03-05,2021-03-07,2,855.0,,,state,usa-facts
ks,confirmed_incidence_num,2021-03-05,2021-03-07,2,695.0,,,state,usa-facts
ky,confirmed_incidence_num,2021-03-05,2021-03-07,2,927.0,,,state,usa-facts
la,confirmed_incidence_num,2021-03-05,2021-03-07,2,518.0,,,state,usa-facts
ma,confirmed_incidence_num,2021-03-05,2021-03-07,2,1677.0,,,state,usa-facts
md,confirmed_incidence_num,2021-03-05,2021-03-07,2,913.0,,,state,usa-facts
me,confirmed_incidence_num,2021-03-05,2021-03-07,2,225.0,,,state,usa-facts
mi,confirmed_incidence_num,2021-03-05,2021-03-07,2,1790.0,,,state,usa-facts
mn,confirmed_incidence_num,2021-03-05,2021-03-07,2,797.0,,,state,usa-facts
mo,confirmed_incidence_num,2021-03-05,2021-03-07,2,428.0,,,state,usa-facts
ms,confirmed_incidence_num,2021-03-05,2021-03-07,2,592.0,,,state,usa-facts
mt,confirmed_incidence_num,2021-03-05,2021-03-07,2,136.0,,,state,usa-facts
nc,confirmed_incidence_num,2021-03-05,2021-03-07,2,2103.0,,,state,usa-facts
nd,confirmed_incidence_num,2021-03-05,2021-03-07,2,94.0,,,state,usa-facts
ne,confirmed_incidence_num,2021-03-05,2021-03-07,2,325.0,,,state,usa-facts
nh,confirmed_incidence_num,2021-03-05,2021-03-07,2,244.0,,,state,usa-facts
nj,confirmed_incidence_num,2021-03-05,2021-03-07,2,3700.0,,,state,usa-facts
nm,confirmed_incidence_num,2021-03-05,2021-03-07,2,297.0,,,state,usa-facts
nv,confirmed_incidence_num,2021-03-05,2021-03-07,2,380.0,,,state,usa-facts
ny,confirmed_incidence_num,2021-03-05,2021-03-07,2,8956.0,,,state,usa-facts
oh,confirmed_incidence_num,2021-03-05,2021-03-12,7,1630.0,,,state,usa-facts
ok,confirmed_incidence_num,2021-03-05,2021-03-07,2,917.0,,,state,usa-facts
or,confirmed_incidence_num,2021-03-05,2021-03-07,2,211.0,,,state,usa-facts
pa,confirmed_incidence_num,2021-03-05,2021-03-07,2,2759.0,,,state,usa-facts
ri,confirmed_incidence_num,2021-03-05,2021-03-07,2,0.0,,,state,usa-facts
sc,confirmed_incidence_num,2021-03-05,2021-03-07,2,1695.0,,,state,usa-facts
sd,confirmed_incidence_num,2021-03-05,2021-03-07,2,166.0,,,state,usa-facts
tn,confirmed_incidence_num,2021-03-05,2021-03-07,2,1447.0,,,state,usa-facts
tx,confirmed_incidence_num,2021-03-05,2021-03-07,2,6872.0,,,state,usa-facts
ut,confirmed_incidence_num,2021-03-05,2021-03-07,2,549.0,,,state,usa-facts
va,confirmed_incidence_num,2021-03-05,2021-03-07,2,1632.0,,,state,usa-facts
vt,confirmed_incidence_num,2021-03-05,2021-03-07,2,133.0,,,state,usa-facts
wa,confirmed_incidence_num,2021-03-05,2021-03-07,2,778.0,,,state,usa-facts
wi,confirmed_incidence_num,2021-03-05,2021-03-07,2,721.0,,,state,usa-facts
wv,confirmed_incidence_num,2021-03-05,2021-03-07,2,280.0,,,state,usa-facts
wy,confirmed_incidence_num,2021-03-05,2021-03-07,2,80.0,,,state,usa-facts
ak,confirmed_incidence_num,2021-03-06,2021-03-08,2,0.0,,,state,usa-facts
al,confirmed_incidence_num,2021-03-06,2021-03-08,2,547.0,,,state,usa-facts
ar,confirmed_incidence_num,2021-03-06,2021-03-08,2,326.0,,,state,usa-facts
az,confirmed_incidence_num,2021-03-06,2021-03-08,2,0.0,,,state,usa-facts
ca,confirmed_incidence_num,2021-03-06,2021-03-29,23,2113.0,,,state,usa-facts
co,confirmed_incidence_num,2021-03-06,2021-03-08,2,1107.0,,,state,usa-facts
ct,confirmed_incidence_num,2021-03-06,2021-03-08,2,0.0,,,state,usa-facts
dc,confirmed_incidence_num,2021-03-06,2021-03-08,2,151.0,,,state,usa-facts
de,confirmed_incidence_num,2021-03-06,2021-03-08,2,265.0,,,state,usa-facts
fl,confirmed_incidence_num,2021-03-06,2021-03-08,2,4690.0,,,state,usa-facts
ga,confirmed_incidence_num,2021-03-06,2021-03-08,2,1341.0,,,state,usa-facts
hi,confirmed_incidence_num,2021-03-06,2021-03-08,2,85.0,,,state,usa-facts
ia,confirmed_incidence_num,2021-03-06,2021-03-08,2,0.0,,,state,usa-facts
id,confirmed_incidence_num,2021-03-06,2021-03-08,2,0.0,,,state,usa-facts
il,confirmed_incidence_num,2021-03-06,2021-03-08,2,2563.0,,,state,usa-facts
in,confirmed_incidence_num,2021-03-06,2021-03-08,2,1231.0,,,state,usa-facts
ks,confirmed_incidence_num,2021-03-06,2021-03-08,2,0.0,,,state,usa-facts
ky,confirmed_incidence_num,2021-03-06,2021-03-08,2,840.0,,,state,usa-facts
la,confirmed_incidence_num,2021-03-06,2021-03-08,2,0.0,,,state,usa-facts
ma,confirmed_incidence_num,2021-03-06,2021-03-08,2,1495.0,,,state,usa-facts
md,confirmed_incidence_num,2021-03-06,2021-03-08,2,933.0,,,state,usa-facts
me,confirmed_incidence_num,2021-03-06,2021-03-08,2,183.0,,,state,usa-facts
mi,confirmed_incidence_num,2021-03-06,2021-03-08,2,1692.0,,,state,usa-facts
mn,confirmed_incidence_num,2021-03-06,2021-03-08,2,948.0,,,state,usa-facts
mo,confirmed_incidence_num,2021-03-06,2021-03-08,2,389.0,,,state,usa-facts
ms,confirmed_incidence_num,2021-03-06,2021-03-08,2,576.0,,,state,usa-facts
mt,confirmed_incidence_num,2021-03-06,2021-03-08,2,181.0,,,state,usa-facts
nc,confirmed_incidence_num,2021-03-06,2021-03-08,2,2029.0,,,state,usa-facts
nd,confirmed_incidence_num,2021-03-06,2021-03-08,2,82.0,,,state,usa-facts
ne,confirmed_incidence_num,2021-03-06,2021-03-08,2,337.0,,,state,usa-facts
nh,confirmed_incidence_num,2021-03-06,2021-03-08,2,269.0,,,state,usa-facts
nj,confirmed_incidence_num,2021-03-06,2021-03-08,2,3711.0,,,state,usa-facts
nm,confirmed_incidence_num,2021-03-06,2021-03-08,2,282.0,,,state,usa-facts
nv,confirmed_incidence_num,2021-03-06,2021-03-08,2,488.0,,,state,usa-facts
ny,confirmed_incidence_num,2021-03-06,2021-03-08,2,7647.0,,,state,usa-facts
oh,confirmed_incidence_num,2021-03-06,2021-03-12,6,1632.0,,,state,usa-facts
ok,confirmed_incidence_num,2021-03-06,2021-03-08,2,977.0,,,state,usa-facts
or,confirmed_incidence_num,2021-03-06,2021-03-08,2,0.0,,,state,usa-facts
pa,confirmed_incidence_num,2021-03-06,2021-03-08,2,2782.0,,,state,usa-facts
ri,confirmed_incidence_num,2021-03-06,2021-03-08,2,0.0,,,state,usa-facts
sc,confirmed_incidence_num,2021-03-06,2021-03-08,2,1199.0,,,state,usa-facts
sd,confirmed_incidence_num,2021-03-06,2021-03-08,2,147.0,,,state,usa-facts
tn,confirmed_incidence_num,2021-03-06,2021-03-08,2,1314.0,,,state,usa-facts
tx,confirmed_incidence_num,2021-03-06,2021-03-08,2,5356.0,,,state,usa-facts
ut,confirmed_incidence_num,2021-03-06,2021-03-08,2,0.0,,,state,usa-facts
va,confirmed_incidence_num,2021-03-06,2021-03-08,2,1482.0,,,state,usa-facts
vt,confirmed_incidence_num,2021-03-06,2021-03-08,2,149.0,,,state,usa-facts
wa,confirmed_incidence_num,2021-03-06,2021-03-08,2,664.0,,,state,usa-facts
wi,confirmed_incidence_num,2021-03-06,2021-03-08,2,614.0,,,state,usa-facts
wv,confirmed_incidence_num,2021-03-06,2021-03-08,2,326.0,,,state,usa-facts
wy,confirmed_incidence_num,2021-03-06,2021-03-08,2,0.0,,,state,usa-facts
ak,confirmed_incidence_num,2021-03-07,2021-03-09,2,0.0,,,state,usa-facts
al,confirmed_incidence_num,2021-03-07,2021-03-09,2,386.0,,,state,usa-facts
ar,confirmed_incidence_num,2021-03-07,2021-03-09,2,166.0,,,state,usa-facts
az,confirmed_incidence_num,2021-03-07,2021-03-09,2,3852.0,,,state,usa-facts
ca,confirmed_incidence_num,2021-03-07,2021-03-29,22,1870.0,,,state,usa-facts
co,confirmed_incidence_num,2021-03-07,2021-03-09,2,850.0,,,state,usa-facts
ct,confirmed_incidence_num,2021-03-07,2021-03-09,2,0.0,,,state,usa-facts
dc,confirmed_incidence_num,2021-03-07,2021-03-09,2,146.0,,,state,usa-facts
de,confirmed_incidence_num,2021-03-07,2021-03-09,2,215.0,,,state,usa-facts
fl,confirmed_incidence_num,2021-03-07,2021-03-09,2,4100.0,,,state,usa-facts
ga,confirmed_incidence_num,2021-03-07,2021-03-09,2,898.0,,,state,usa-facts
hi,confirmed_incidence_num,2021-03-07,2021-03-09,2,0.0,,,state,usa-facts
ia,confirmed_incidence_num,2021-03-07,2021-03-09,2,538.0,,,state,usa-facts
id,confirmed_incidence_num,2021-03-07,2021-03-09,2,104.0,,,state,usa-facts
il,confirmed_incidence_num,2021-03-07,2021-03-09,2,1070.0,,,state,usa-facts
in,confirmed_incidence_num,2021-03-07,2021-03-09,2,744.0,,,state,usa-facts
ks,confirmed_incidence_num,2021-03-07,2021-03-09,2,0.0,,,state,usa-facts
ky,confirmed_incidence_num,2021-03-07,2021-03-09,2,525.0,,,state,usa-facts
la,confirmed_incidence_num,2021-03-07,2021-03-09,2,742.0,,,state,usa-facts
ma,confirmed_incidence_num,2021-03-07,2021-03-09,2,0.0,,,state,usa-facts
md,confirmed_incidence_num,2021-03-07,2021-03-09,2,708.0,,,state,usa-facts
me,confirmed_incidence_num,2021-03-07,2021-03-09,2,155.0,,,state,usa-facts
mi,confirmed_incidence_num,2021-03-07,2021-03-09,2,0.0,,,state,usa-facts
mn,confirmed_incidence_num,2021-03-07,2021-03-09,2,894.0,,,state,usa-facts
mo,confirmed_incidence_num,2021-03-07,2021-03-09,2,287.0,,,state,usa-facts
ms,confirmed_incidence_num,2021-03-07,2021-03-09,2,260.0,,,state,usa-facts
mt,confirmed_incidence_num,2021-03-07,2021-03-09,2,72.0,,,state,usa-facts
nc,confirmed_incidence_num,2021-03-07,2021-03-09,2,0.0,,,state,usa-facts
nd,confirmed_incidence_num,2021-03-07,2021-03-09,2,33.0,,,state,usa-facts
ne,confirmed_incidence_num,2021-03-07,2021-03-09,2,386.0,,,state,usa-facts
nh,confirmed_incidence_num,2021-03-07,2021-03-09,2,0.0,,,state,usa-facts
nj,confirmed_incidence_num,2021-03-07,2021-03-09,2,2516.0,,,state,usa-facts
nm,confirmed_incidence_num,2021-03-07,2021-03-09,2,180.0,,,state,usa-facts
nv,confirmed_incidence_num,2021-03-07,2021-03-09,2,0.0,,,state,usa-facts
ny,confirmed_incidence_num,2021-03-07,2021-03-09,2,6789.0,,,state,usa-facts
oh,confirmed_incidence_num,2021-03-07,2021-03-12,5,1630.0,,,state,usa-facts
ok,confirmed_incidence_num,2021-03-07,2021-03-09,2,466.0,,,state,usa-facts
or,confirmed_incidence_num,2021-03-07,2021-03-09,2,0.0,,,state,usa-facts
pa,confirmed_incidence_num,2021-03-07,2021-03-09,2,1736.0,,,state,usa-facts
ri,confirmed_incidence_num,2021-03-07,2021-03-09,2,0.0,,,state,usa-facts
sc,confirmed_incidence_num,2021-03-07,2021-03-09,2,1408.0,,,state,usa-facts
sd,confirmed_incidence_num,2021-03-07,2021-03-09,2,210.0,,,state,usa-facts
tn,confirmed_incidence_num,2021-03-07,2021-03-09,2,1272.0,,,state,usa-facts
tx,confirmed_incidence_num,2021-03-07,2021-03-09,2,3442.0,,,state,usa-facts
ut,confirmed_incidence_num,2021-03-07,2021-03-09,2,982.0,,,state,usa-facts
va,confirmed_incidence_num,2021-03-07,2021-03-09,2,1141.0,,,state,usa-facts
vt,confirmed_incidence_num,2021-03-07,2021-03-09,2,116.0,,,state,usa-facts
wa,confirmed_incidence_num,2021-03-07,2021-03-09,2,0.0,,,state,usa-facts
wi,confirmed_incidence_num,2021-03-07,2021-03-09,2,377.0,,,state,usa-facts
wv,confirmed_incidence_num,2021-03-07,2021-03-09,2,278.0,,,state,usa-facts
wy,confirmed_incidence_num,2021-03-07,2021-03-09,2,0.0,,,state,usa-facts
ak,confirmed_incidence_num,2021-03-08,2021-03-10,2,327.0,,,state,usa-facts
al,confirmed_incidence_num,2021-03-08,2021-03-10,2,267.0,,,state,usa-facts
ar,confirmed_incidence_num,2021-03-08,2021-03-10,2,131.0,,,state,usa-facts
az,confirmed_incidence_num,2021-03-08,2021-03-11,3,565.0,,,state,usa-facts
ca,confirmed_incidence_num,2021-03-08,2021-03-29,21,3213.0,,,state,usa-facts
co,confirmed_incidence_num,2021-03-08,2021-03-10,2,584.0,,,state,usa-facts
ct,confirmed_incidence_num,2021-03-08,2021-03-10,2,2066.0,,,state,usa-facts
dc,confirmed_incidence_num,2021-03-08,2021-03-10,2,160.0,,,state,usa-facts
de,confirmed_incidence_num,2021-03-08,2021-03-10,2,209.0,,,state,usa-facts
fl,confirmed_incidence_num,2021-03-08,2021-03-10,2,3313.0,,,state,usa-facts
ga,confirmed_incidence_num,2021-03-08,2021-03-10,2,725.0,,,state,usa-facts
hi,confirmed_incidence_num,2021-03-08,2021-03-10,2,97.0,,,state,usa-facts
ia,confirmed_incidence_num,2021-03-08,2021-03-10,2,487.0,,,state,usa-facts
id,confirmed_incidence_num,2021-03-08,2021-03-10,2,378.0,,,state,usa-facts
il,confirmed_incidence_num,2021-03-08,2021-03-10,2,1186.0,,,state,usa-facts
in,confirmed_incidence_num,2021-03-08,2021-03-10,2,475.0,,,state,usa-facts
ks,confirmed_incidence_num,2021-03-08,2021-03-10,2,530.0,,,state,usa-facts
ky,confirmed_incidence_num,2021-03-08,2021-03-10,2,330.0,,,state,usa-facts
la,confirmed_incidence_num,2021-03-08,2021-03-10,2,523.0,,,state,usa-facts
ma,confirmed_incidence_num,2021-03-08,2021-03-10,2,2173.0,,,state,usa-facts
md,confirmed_incidence_num,2021-03-08,2021-03-10,2,716.0,,,state,usa-facts
me,confirmed_incidence_num,2021-03-08,2021-03-10,2,139.0,,,state,usa-facts
mi,confirmed_incidence_num,2021-03-08,2021-03-10,2,2282.0,,,state,usa-facts
mn,confirmed_incidence_num,2021-03-08,2021-03-10,2,473.0,,,state,usa-facts
mo,confirmed_incidence_num,2021-03-08,2021-03-10,2,0.0,,,state,usa-facts
ms,confirmed_incidence_num,2021-03-08,2021-03-10,2,70.0,,,state,usa-facts
mt,confirmed_incidence_num,2021-03-08,2021-03-10,2,44.0,,,state,usa-facts
nc,confirmed_incidence_num,2021-03-08,2021-03-10,2,2724.0,,,state,usa-facts
nd,confirmed_incidence_num,2021-03-08,2021-03-10,2,29.0,,,state,usa-facts
ne,confirmed_incidence_num,2021-03-08,2021-03-10,2,141.0,,,state,usa-facts
nh,confirmed_incidence_num,2021-03-08,2021-03-10,2,354.0,,,state,usa-facts
nj,confirmed_incidence_num,2021-03-08,2021-03-10,2,2306.0,,,state,usa-facts
nm,confirmed_incidence_num,2021-03-08,2021-03-10,2,121.0,,,state,usa-facts
nv,confirmed_incidence_num,2021-03-08,2021-03-10,2,429.0,,,state,usa-facts
ny,confirmed_incidence_num,2021-03-08,2021-03-10,2,5309.0,,,state,usa-facts
oh,confirmed_incidence_num,2021-03-08,2021-03-12,4,1629.0,,,state,usa-facts
ok,confirmed_incidence_num,2021-03-08,2021-03-10,2,166.0,,,state,usa-facts
or,confirmed_incidence_num,2021-03-08,2021-03-10,2,0.0,,,state,usa-facts
pa,confirmed_incidence_num,2021-03-08,2021-03-10,2,1450.0,,,state,usa-facts
ri,confirmed_incidence_num,2021-03-08,2021-03-10,2,0.0,,,state,usa-facts
sc,confirmed_incidence_num,2021-03-08,2021-03-10,2,851.0,,,state,usa-facts
sd,confirmed_incidence_num,2021-03-08,2021-03-10,2,13.0,,,state,usa-facts
tn,confirmed_incidence_num,2021-03-08,2021-03-10,2,428.0,,,state,usa-facts
tx,confirmed_incidence_num,2021-03-08,2021-03-10,2,2169.0,,,state,usa-facts
ut,confirmed_incidence_num,2021-03-08,2021-03-10,2,259.0,,,state,usa-facts
va,confirmed_incidence_num,2021-03-08,2021-03-10,2,881.0,,,state,usa-facts
vt,confirmed_incidence_num,2021-03-08,2021-03-10,2,115.0,,,state,usa-facts
wa,confirmed_incidence_num,2021-03-08,2021-03-10,2,1203.0,,,state,usa-facts
wi,confirmed_incidence_num,2021-03-08,2021-03-10,2,188.0,,,state,usa-facts
wv,confirmed_incidence_num,2021-03-08,2021-03-10,2,167.0,,,state,usa-facts
wy,confirmed_incidence_num,2021-03-08,2021-03-10,2,138.0,,,state,usa-facts
ak,confirmed_incidence_num,2021-03-09,2021-03-11,2,87.0,,,state,usa-facts
al,confirmed_incidence_num,2021-03-09,2021-03-11,2,525.0,,,state,usa-facts
ar,confirmed_incidence_num,2021-03-09,2021-03-11,2,430.0,,,state,usa-facts
az,confirmed_incidence_num,2021-03-09,2021-03-11,2,0.0,,,state,usa-facts
ca,confirmed_incidence_num,2021-03-09,2021-03-29,20,2740.0,,,state,usa-facts
co,confirmed_incidence_num,2021-03-09,2021-03-11,2,840.0,,,state,usa-facts
ct,confirmed_incidence_num,2021-03-09,2021-03-11,2,749.0,,,state,usa-facts
dc,confirmed_incidence_num,2021-03-09,2021-03-11,2,331.0,,,state,usa-facts
de,confirmed_incidence_num,2021-03-09,2021-03-11,2,116.0,,,state,usa-facts
fl,confirmed_incidence_num,2021-03-09,2021-03-11,2,4425.0,,,state,usa-facts
ga,confirmed_incidence_num,2021-03-09,2021-03-11,2,1036.0,,,state,usa-facts
hi,confirmed_incidence_num,2021-03-09,2021-03-11,2,42.0,,,state,usa-facts
ia,confirmed_incidence_num,2021-03-09,2021-03-11,2,517.0,,,state,usa-facts
id,confirmed_incidence_num,2021-03-09,2021-03-11,2,483.0,,,state,usa-facts
il,confirmed_incidence_num,2021-03-09,2021-03-11,2,1511.0,,,state,usa-facts
in,confirmed_incidence_num,2021-03-09,2021-03-11,2,596.0,,,state,usa-facts
ks,confirmed_incidence_num,2021-03-09,2021-03-11,2,0.0,,,state,usa-facts
ky,confirmed_incidence_num,2021-03-09,2021-03-11,2,877.0,,,state,usa-facts
la,confirmed_incidence_num,2021-03-09,2021-03-11,2,645.0,,,state,usa-facts
ma,confirmed_incidence_num,2021-03-09,2021-03-11,2,1006.0,,,state,usa-facts
md,confirmed_incidence_num,2021-03-09,2021-03-11,2,633.0,,,state,usa-facts
me,confirmed_incidence_num,2021-03-09,2021-03-11,2,133.0,,,state,usa-facts
mi,confirmed_incidence_num,2021-03-09,2021-03-11,2,1538.0,,,state,usa-facts
mn,confirmed_incidence_num,2021-03-09,2021-03-11,2,1619.0,,,state,usa-facts
mo,confirmed_incidence_num,2021-03-09,2021-03-11,2,0.0,,,state,usa-facts
ms,confirmed_incidence_num,2021-03-09,2021-03-11,2,356.0,,,state,usa-facts
mt,confirmed_incidence_num,2021-03-09,2021-03-11,2,134.0,,,state,usa-facts
nc,confirmed_incidence_num,2021-03-09,2021-03-11,2,1003.0,,,state,usa-facts
nd,confirmed_incidence_num,2021-03-09,2021-03-11,2,97.0,,,state,usa-facts
ne,confirmed_incidence_num,2021-03-09,2021-03-11,2,195.0,,,state,usa-facts
nh,confirmed_incidence_num,2021-03-09,2021-03-11,2,174.0,,,state,usa-facts
nj,confirmed_incidence_num,2021-03-09,2021-03-11,2,4121.0,,,state,usa-facts
nm,confirmed_incidence_num,2021-03-09,2021-03-11,2,201.0,,,state,usa-facts
nv,confirmed_incidence_num,2021-03-09,2021-03-11,2,419.0,,,state,usa-facts
ny,confirmed_incidence_num,2021-03-09,2021-03-11,2,6850.0,,,state,usa-facts
oh,confirmed_incidence_num,2021-03-09,2021-03-12,3,3266.0,,,state,usa-facts
ok,confirmed_incidence_num,2021-03-09,2021-03-11,2,268.0,,,state,usa-facts
or,confirmed_incidence_num,2021-03-09,2021-03-11,2,1123.0,,,state,usa-facts
pa,confirmed_incidence_num,2021-03-09,2021-03-11,2,2993.0,,,state,usa-facts
ri,confirmed_incidence_num,2021-03-09,2021-03-11,2,0.0,,,state,usa-facts
sc,confirmed_incidence_num,2021-03-09,2021-03-11,2,633.0,,,state,usa-facts
sd,confirmed_incidence_num,2021-03-09,2021-03-11,2,153.0,,,state,usa-facts
tn,confirmed_incidence_num,2021-03-09,2021-03-11,2,1331.0,,,state,usa-facts
tx,confirmed_incidence_num,2021-03-09,2021-03-11,2,5228.0,,,state,usa-facts
ut,confirmed_incidence_num,2021-03-09,2021-03-11,2,560.0,,,state,usa-facts
va,confirmed_incidence_num,2021-03-09,2021-03-11,2,1572.0,,,state,usa-facts
vt,confirmed_incidence_num,2021-03-09,2021-03-11,2,87.0,,,state,usa-facts
wa,confirmed_incidence_num,2021-03-09,2021-03-11,2,670.0,,,state,usa-facts
wi,confirmed_incidence_num,2021-03-09,2021-03-11,2,604.0,,,state,usa-facts
wv,confirmed_incidence_num,2021-03-09,2021-03-11,2,204.0,,,state,usa-facts
wy,confirmed_incidence_num,2021-03-09,2021-03-11,2,74.0,,,state,usa-facts
ak,confirmed_incidence_num,2021-03-10,2021-03-12,2,143.0,,,state,usa-facts
al,confirmed_incidence_num,2021-03-10,2021-03-12,2,780.0,,,state,usa-facts
ar,confirmed_incidence_num,2021-03-10,2021-03-12,2,315.0,,,state,usa-facts
az,confirmed_incidence_num,2021-03-10,2021-03-12,2,899.0,,,state,usa-facts
ca,confirmed_incidence_num,2021-03-10,2021-03-29,19,2700.0,,,state,usa-facts
co,confirmed_incidence_num,2021-03-10,2021-03-12,2,1240.0,,,state,usa-facts
ct,confirmed_incidence_num,2021-03-10,2021-03-12,2,512.0,,,state,usa-facts
dc,confirmed_incidence_num,2021-03-10,2021-03-12,2,96.0,,,state,usa-facts
de,confirmed_incidence_num,2021-03-10,2021-03-12,2,212.0,,,state,usa-facts
fl,confirmed_incidence_num,2021-03-10,2021-03-12,2,4853.0,,,state,usa-facts
ga,confirmed_incidence_num,2021-03-10,2021-03-12,2,1157.0,,,state,usa-facts
hi,confirmed_incidence_num,2021-03-10,2021-03-12,2,46.0,,,state,usa-facts
ia,confirmed_incidence_num,2021-03-10,2021-03-12,2,798.0,,,state,usa-facts
id,confirmed_incidence_num,2021-03-10,2021-03-12,2,455.0,,,state,usa-facts
il,confirmed_incidence_num,2021-03-10,2021-03-12,2,1676.0,,,state,usa-facts
in,confirmed_incidence_num,2021-03-10,2021-03-12,2,872.0,,,state,usa-facts
ks,confirmed_incidence_num,2021-03-10,2021-03-12,2,700.0,,,state,usa-facts
ky,confirmed_incidence_num,2021-03-10,2021-03-12,2,1013.0,,,state,usa-facts
la,confirmed_incidence_num,2021-03-10,2021-03-12,2,575.0,,,state,usa-facts
ma,confirmed_incidence_num,2021-03-10,2021-03-12,2,1413.0,,,state,usa-facts
md,confirmed_incidence_num,2021-03-10,2021-03-12,2,898.0,,,state,usa-facts
me,confirmed_incidence_num,2021-03-10,2021-03-12,2,195.0,,,state,usa-facts
mi,confirmed_incidence_num,2021-03-10,2021-03-12,2,2683.0,,,state,usa-facts
mn,confirmed_incidence_num,2021-03-10,2021-03-12,2,905.0,,,state,usa-facts
mo,confirmed_incidence_num,2021-03-10,2021-03-12,2,0.0,,,state,usa-facts
ms,confirmed_incidence_num,2021-03-10,2021-03-12,2,437.0,,,state,usa-facts
mt,confirmed_incidence_num,2021-03-10,2021-03-12,2,148.0,,,state,usa-facts
nc,confirmed_incidence_num,2021-03-10,2021-03-12,2,1879.0,,,state,usa-facts
nd,confirmed_incidence_num,2021-03-10,2021-03-12,2,99.0,,,state,usa-facts
ne,confirmed_incidence_num,2021-03-10,2021-03-12,2,301.0,,,state,usa-facts
nh,confirmed_incidence_num,2021-03-10,2021-03-12,2,240.0,,,state,usa-facts
nj,confirmed_incidence_num,2021-03-10,2021-03-12,2,3765.0,,,state,usa-facts
nm,confirmed_incidence_num,2021-03-10,2021-03-12,2,247.0,,,state,usa-facts
nv,confirmed_incidence_num,2021-03-10,2021-03-12,2,318.0,,,state,usa-facts
ny,confirmed_incidence_num,2021-03-10,2021-03-12,2,6489.0,,,state,usa-facts
oh,confirmed_incidence_num,2021-03-10,2021-03-12,2,0.0,,,state,usa-facts
ok,confirmed_incidence_num,2021-03-10,2021-03-12,2,815.0,,,state,usa-facts
or,confirmed_incidence_num,2021-03-10,2021-03-12,2,284.0,,,state,usa-facts
pa,confirmed_incidence_num,2021-03-10,2021-03-12,2,2594.0,,,state,usa-facts
ri,confirmed_incidence_num,2021-03-10,2021-03-12,2,2267.0,,,state,usa-facts
sc,confirmed_incidence_num,2021-03-10,2021-03-12,2,1124.0,,,state,usa-facts
sd,confirmed_incidence_num,2021-03-10,2021-03-12,2,210.0,,,state,usa-facts
tn,confirmed_incidence_num,2021-03-10,2021-03-12,2,1355.0,,,state,usa-facts
tx,confirmed_incidence_num,2021-03-10,2021-03-12,2,4833.0,,,state,usa-facts
ut,confirmed_incidence_num,2021-03-10,2021-03-14,4,658.0,,,state,usa-facts
va,confirmed_incidence_num,2021-03-10,2021-03-12,2,1266.0,,,state,usa-facts
vt,confirmed_incidence_num,2021-03-10,2021-03-12,2,85.0,,,state,usa-facts
wa,confirmed_incidence_num,2021-03-10,2021-03-12,2,726.0,,,state,usa-facts
wi,confirmed_incidence_num,2021-03-10,2021-03-12,2,706.0,,,state,usa-facts
wv,confirmed_incidence_num,2021-03-10,2021-03-12,2,267.0,,,state,usa-facts
wy,confirmed_incidence_num,2021-03-10,2021-03-12,2,41.0,,,state,usa-facts
ak,confirmed_incidence_num,2021-03-11,2021-03-13,2,225.0,,,state,usa-facts
al,confirmed_incidence_num,2021-03-11,2021-03-13,2,862.0,,,state,usa-facts
ar,confirmed_incidence_num,2021-03-11,2021-03-13,2,336.0,,,state,usa-facts
az,confirmed_incidence_num,2021-03-11,2021-03-13,2,2019.0,,,state,usa-facts
ca,confirmed_incidence_num,2021-03-11,2021-03-29,18,2527.0,,,state,usa-facts
